"zone","year","yrwgtsum","nonNAarea","yrwgtmean","yrsd","plot_with"
6,2000,643021684.080666,2507201.40736602,256.469895953114,144.504959556923,"seaiceDays"
6,2001,654153892.136892,2507201.40736602,260.909989207498,143.83059939232,"seaiceDays"
6,2002,642636863.455451,2507201.40736602,256.316409829469,145.163228052761,"seaiceDays"
6,2003,718735927.199917,2507201.40736602,286.668603921611,153.237609987534,"seaiceDays"
6,2004,696701980.768903,2507201.40736602,277.880340495195,150.360906323191,"seaiceDays"
6,2005,648410170.75919,2507201.40736602,258.619099707824,144.775100928711,"seaiceDays"
6,2006,631529521.345141,2507201.40736602,251.886234384578,142.94407535725,"seaiceDays"
6,2007,655216115.812316,2507201.40736602,261.333658272258,146.665758554086,"seaiceDays"
6,2008,710339603.615175,2507201.40736602,283.319721155323,152.518557756921,"seaiceDays"
6,2009,698765747.819752,2507201.40736602,278.703476221263,151.343255207881,"seaiceDays"
6,2010,685453365.260559,2507201.40736602,273.393818002309,149.716295802826,"seaiceDays"
6,2011,652674775.853186,2507201.40736602,260.320042073869,146.009037826174,"seaiceDays"
6,2012,704091777.356667,2507201.40736602,280.827768877316,151.839659757044,"seaiceDays"
6,2013,690438876.678946,2507201.40736602,275.382294637548,149.97105591125,"seaiceDays"
6,2014,715702558.563045,2507201.40736602,285.458741551576,153.463288921488,"seaiceDays"
6,2015,722540836.429017,2507201.40736602,288.186196093473,154.288662173283,"seaiceDays"
6,2016,667913848.688487,2507201.40736602,266.398162798645,147.807564257176,"seaiceDays"
6,2017,639992378.119678,2507201.40736602,255.261653985761,142.685335313239,"seaiceDays"
6,2018,623703829.722422,2507201.40736602,248.764948795104,141.96394963787,"seaiceDays"
6,2019,606121278.098514,2507201.40736602,241.752129014351,141.610968947193,"seaiceDays"
6,2020,634299961.024743,2507201.40736602,252.9912272549,142.866897834872,"seaiceDays"
6,2021,618595500.875851,2507201.40736602,246.727486295457,138.971551394879,"seaiceDays"
6,2022,632524709.432544,2507201.40736602,252.283166232366,142.472677257595,"seaiceDays"
6,2023,611686695.828522,2507201.40736602,243.9719019108,140.279621664132,"seaiceDays"
6,2024,657910879.731094,2507201.40736602,262.408467783317,146.970405566581,"seaiceDays"
7,1998,749545804.218101,6463154.68075915,115.972128355446,99.6374353800899,"seaiceDays"
7,1999,739390252.196817,6463154.68075915,114.400828808567,107.857155543823,"seaiceDays"
7,2000,820074874.081687,6463154.68075915,126.884612018192,110.00865034193,"seaiceDays"
7,2001,754508206.261489,6463154.68075915,116.739927099016,108.183082693032,"seaiceDays"
7,2002,822608094.217206,6463154.68075915,127.276559953936,107.488804104347,"seaiceDays"
7,2003,894769417.827816,6463154.68075915,138.441591146124,102.809371662458,"seaiceDays"
7,2004,870440616.53778,6463154.68075915,134.677361061632,103.031013860377,"seaiceDays"
7,2005,794924786.949238,6463154.68075915,122.993309956782,94.5450884074335,"seaiceDays"
7,2006,805574067.618726,6463154.68075915,124.641000782006,104.672816794771,"seaiceDays"
7,2007,838234233.11359,6463154.68075915,129.69428622976,105.402601712118,"seaiceDays"
7,2008,888796896.267318,6463154.68075915,137.517503474468,113.276832603371,"seaiceDays"
7,2009,837702272.164559,6463154.68075915,129.611979527336,116.147376437033,"seaiceDays"
7,2010,826549098.075867,6463154.68075915,127.88632469783,106.380965444555,"seaiceDays"
7,2011,748165446.069483,6463154.68075915,115.758554920057,111.056202400582,"seaiceDays"
7,2012,853472943.315813,6463154.68075915,132.052068296711,114.154087140213,"seaiceDays"
7,2013,798051498.235052,6463154.68075915,123.477084744832,114.76956518811,"seaiceDays"
7,2014,870625373.071062,6463154.68075915,134.705947184417,120.269435903026,"seaiceDays"
7,2015,863558408.588519,6463154.68075915,133.612523797293,119.438915822511,"seaiceDays"
7,2016,787102207.622901,6463154.68075915,121.782975420054,95.3646253313237,"seaiceDays"
7,2017,683731077.817015,6463154.68075915,105.789063017861,96.9039042390931,"seaiceDays"
7,2018,679104944.683956,6463154.68075915,105.073292877495,95.8654822976364,"seaiceDays"
7,2019,719286699.971056,6463154.68075915,111.290342796897,101.619171061563,"seaiceDays"
7,2020,758848076.365731,6463154.68075915,117.411405706385,96.6582894151996,"seaiceDays"
7,2021,770376399.83222,6463154.68075915,119.195104849592,97.4734701371484,"seaiceDays"
7,2022,672313441.212074,6463154.68075915,104.02248970051,97.0428953372495,"seaiceDays"
7,2023,564828762.454523,6463154.68075915,87.3921158248033,98.5319946564376,"seaiceDays"
7,2024,563503404.248657,6463154.68075915,87.1870521567757,98.1747922641224,"seaiceDays"
2,1998,62640019.5750834,665702.016950769,94.0961841485841,109.474311124343,"seaiceDays"
2,1999,56712213.4601413,665702.016950769,85.1915902552168,73.4276345223104,"seaiceDays"
2,2000,58825218.3935229,665702.016950769,88.3656904976348,94.1861424817173,"seaiceDays"
2,2001,63667258.9147219,665702.016950769,95.6392759726764,94.5954619553504,"seaiceDays"
2,2002,86594121.7739861,665702.016950769,130.079404251512,89.3002188953942,"seaiceDays"
2,2003,61320309.0748552,665702.016950769,92.1137498662409,97.4095681335433,"seaiceDays"
2,2004,72975244.1267539,665702.016950769,109.621485692675,103.431160925616,"seaiceDays"
2,2005,77914627.7067667,665702.016950769,117.041297341493,104.140127175227,"seaiceDays"
2,2006,65067254.6285579,665702.016950769,97.7423125839347,93.8503529335979,"seaiceDays"
2,2007,72472223.99177,665702.016950769,108.865862122105,103.029359841,"seaiceDays"
2,2008,49911281.8063508,665702.016950769,74.9754102217808,89.5088284944232,"seaiceDays"
2,2009,72699171.5790354,665702.016950769,109.206776797871,86.4618596290736,"seaiceDays"
2,2010,59850751.1193046,665702.016950769,89.906218691434,95.7330282600261,"seaiceDays"
2,2011,79223168.0807796,665702.016950769,119.006952155049,76.7789407119081,"seaiceDays"
2,2012,74806195.2950814,665702.016950769,112.37189221347,122.222082313912,"seaiceDays"
2,2013,92505361.808583,665702.016950769,138.959113016213,112.425263056579,"seaiceDays"
2,2014,79592968.4581134,665702.016950769,119.562456521744,121.281677418768,"seaiceDays"
2,2015,99713276.6920609,665702.016950769,149.786652515783,105.159164896023,"seaiceDays"
2,2016,67282365.319972,665702.016950769,101.069793401193,95.3956875242219,"seaiceDays"
2,2017,63080370.6532487,665702.016950769,94.7576679160246,98.5634029106682,"seaiceDays"
2,2018,56750454.5810495,665702.016950769,85.2490350577477,92.4825374466449,"seaiceDays"
2,2019,70467703.4601099,665702.016950769,105.854724284726,97.9568786443755,"seaiceDays"
2,2020,66918813.0346078,665702.016950769,100.523674753349,91.1756680832299,"seaiceDays"
2,2021,41958982.7258446,665702.016950769,63.029676427956,71.1917134190821,"seaiceDays"
2,2022,32498322.1355462,665702.016950769,48.8181217842841,74.5934320373776,"seaiceDays"
2,2023,48771986.0806079,665702.016950769,73.2639902519851,78.530573780775,"seaiceDays"
2,2024,73369997.0725207,665702.016950769,110.214473149098,94.3287572767484,"seaiceDays"
3,1998,154093597.074217,857782.750579558,179.641753078043,104.688492559276,"seaiceDays"
3,1999,99637143.2162837,857782.750579558,116.156617918656,79.2963709858757,"seaiceDays"
3,2000,130290703.909608,857782.750579558,151.892427099493,83.5161175277545,"seaiceDays"
3,2001,132331118.691612,857782.750579558,154.271135205508,73.6573908098179,"seaiceDays"
3,2002,123280382.150838,857782.750579558,143.719819578494,86.3136629688484,"seaiceDays"
3,2003,136743732.292104,857782.750579558,159.41534403637,119.403547455938,"seaiceDays"
3,2004,147389255.875858,857782.750579558,171.825856577642,117.671466039033,"seaiceDays"
3,2005,146697369.523248,857782.750579558,171.019257992927,91.858674238708,"seaiceDays"
3,2006,133094130.60683,857782.750579558,155.160651711526,76.6733371841202,"seaiceDays"
3,2007,143499610.961729,857782.750579558,167.291322732678,83.7365719734964,"seaiceDays"
3,2008,129689878.050328,857782.750579558,151.191986505561,104.850922302281,"seaiceDays"
3,2009,114394293.120095,857782.750579558,133.360449417763,86.7521695558444,"seaiceDays"
3,2010,123937904.537997,857782.750579558,144.486356777703,97.2971504460259,"seaiceDays"
3,2011,122345218.993963,857782.750579558,142.629609783247,71.2686098431378,"seaiceDays"
